Game,Platforms,Year,Genre,Publisher
The Order: 1886,PS4,2015,Shooter,Sony Computer Entertainment
Evolve,PS4,2015,Shooter,Take-Two Interactive
Dying Light,PS4,2015,Action,Warner Bros. Interactive Entertainment
Dragon Ball: Xenoverse,PS4,2015,Fighting,Namco Bandai Games
God Eater 2: Rage Burst,PS4,2015,Action,Namco Bandai Games
Rugby 15,PS4,2015,Sports,Bigben Interactive
Dragon Quest Heroes,PS4,2015,Action,Square Enix
Bladestorm: Nightmare,PS4,2015,Action,Tecmo Koei
